"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round"
2029,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,6.7013,28,28,7,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2033,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,6.6233,16,16,12,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,7.0942,10,10,10,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2039,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,7.6068,31,31,3,94,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2051,6.8027,13,13,8,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,8.6944,28,28,4,50,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0
2065,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,6.4268,7,7,14,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,8.12635,12.5,25,7,193,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2071,8.2025,10,10,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2072,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,9.24635,7,14,0,200,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2074,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,6.4753,10,10,40,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2076,7.2131,18,18,17,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2077,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,6.931,36,36,28,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2080,8.3391,12.5,25,7,193,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2081,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,6.0676,10,10,50,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2083,6.4865,17,17,6,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2084,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,7.7505,19,19,5,79,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
2087,8.2399,25,25,4,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2088,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,6.1447,10,10,10,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2090,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,7.8697,31,31,3,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2093,6.5284,22,22,5,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2094,7.1436,24,24,4,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2095,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,11.8576,5,5,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2099,6.2632,6,6,33,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
