"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round"
2029,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,5.7991,5,5,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2056,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,6.5047,5,5,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,6.65375,12,24,92,108,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2072,6.942,15,15,7,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2073,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,6.34465,13.5,27,73,127,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2076,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,6.766,15,15,7,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2079,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,6.2032,9,9,22,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2083,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,5.9518,14,14,86,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2086,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,6.95685,8.5,17,43,157,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2088,7.1889,14,14,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2089,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,7.70503333333333,13.6666666666667,41,50,250,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2091,6.3768,17,34,62,138,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2092,9.04305,24,48,11,189,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2093,8.0509,23,23,17,52,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0
2094,7.5448,8,8,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2095,7.82125,18.5,37,3,197,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2096,8.9195,60,60,3,92,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
2097,7.3513,31,31,6,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2098,8.0005,32,32,0,66,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0
2099,7.475,12.5,25,42,158,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
