"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round"
2029,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,6.1349,11,11,82,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,6.8307,5,5,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2079,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,7.12585,12,24,6,194,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2086,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,5.9495,9,9,78,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2096,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,6.0764,15,15,47,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2098,7.8255,8,8,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2099,6.0936,11,22,106,94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
