"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round"
2029,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,5.6739,5,5,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2033,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,7.1244,10,10,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2035,7.6965,10,10,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2036,9.5492,11,11,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,5.8693,9,9,44,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2044,7.6442,8.5,17,0,200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2045,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,5.9893,8,8,50,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2050,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,9.8879,15,15,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2054,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,7.2959,19,19,5,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2056,8.8417,23,23,0,96,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
2057,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,10.0464,7,7,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,6.287,7,7,14,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2066,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,6.1041,6,6,67,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2068,8.4787,7,7,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,6.0658,7,7,29,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2071,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,7.7989,9.5,19,0,200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2076,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,7.2847,47,47,9,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2078,7.0055,14,14,14,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2079,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,8.4495,23,23,13,48,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0
2084,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,7.8727,18.5,37,0,181,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0
2086,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,7.02375,8.5,17,17,183,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2089,9.4357,50,50,2,52,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0
2090,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,7.2875,5,5,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2094,11.3097,17,17,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2095,9.9466,5,5,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2096,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,8.4319,8,8,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2098,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,11.2192,14,28,0,153,0,47,1,0,0,1,0,0,0,0,0,0,0,0,0
